"name","id","lat","lon"
"Coffeyville, Coffeyville Municipal Airport, KS","KCFV",37.094,-95.5719
"Jackson, Carroll Airport, KY","KCBK",39.4275,-101.047
"Concordia, Blosser Municipal Airport, KS","KCNK",39.5493,-97.6523
"Lafayette, Purdue University Airport, IN","KDDC",37.7634,-99.9656
"El Dorado Captain Jack Thomas Airport, KS","KEQA",37.7741,-96.8176
"Terre Haute Regional Airport, IN","KEHA",37.0007,-101.88
"Madison Municipal Airport, IN","KEMP",38.3321,-96.1912
"Madisonville Municipal Airport, KY","K13K",37.35593,-87.39822
"Fort Riley - Marshall AAF, KS","KFRI",39.0553,-96.7645
"Garden City Regional Airport, KS","KGCK",37.9275,-100.724
"Goodland, Renner Field, KS","KGLD",39.3706,-101.699
"Logansport/Cass County Airport, IN","KGBD",38.3443,-98.8592
"Beech Factory Airport, KS","K3K3",37.69392,-97.21492
"Muhlenberg County Airport, KY","KHYS",38.8422,-99.2732
"Olathe, New Century Aircenter, KS","KHLC",39.3788,-99.8315
"Hugoton Municipal Airport, KS","KHQG",37.1631,-101.371
"Hutchinson, Hutchinson Municipal Airport, KS","KHUT",38.0655,-97.8606
"Syracuse-Hamilton County Municipal Airport, KS","KIDP",37.1584,-95.7784
"INDEPENDENCE, KS","KLWC",39.0112,-95.2166
"Somerset, Somerset-Pulaski County - J.T. Wilson Field Airport, KY","KLBL",37.0442,-100.96
"Lexington Blue Grass Airport, KY","KLYO",38.3428,-98.2269
"Chanute, Chanute Martin Johnson Airport, KS","KMHK",39.141,-96.6708
"Lt. William M. Milliken Airport, KS","KMYZ",39.8553,-96.6306
"McConnell Air Force Base, KS","KIAB",37.6219,-97.2682
"Shelbyville Municipal Airport, IN","KP28",39.58546,-85.79982
"ST FRANCIS, KS","KEWK",38.0582,-97.2745
"Wichita - Wichita Dwight D. Eisenhower National Airport, KS","KOIN",39.8339,-100.539
"Olathe, Johnson County Executive Airport, KS","KOJC",38.8476,-94.7376
"Clyde A. Thomas Regional Airport, KY","KIXD",38.8309,-94.8903
"Parsons, Tri-City Airport, KS","KOWI",38.5387,-95.253
"Ottawa Municipal Airport, KS","KPPF",37.3299,-95.5062
"Boothville, LA","KPTT",37.7016,-98.7469
"Russell, Russell Municipal Airport, KS","KRSL",38.8721,-98.8118
"Emporia, Emporia Municipal Airport, KS","KSLN",38.791,-97.6522
"Alexandria Esler Regional Airport, LA","KSYF",39.7611,-101.796
"Colby Shaltz Field Airport, KS","KJHN",37.58,-101.73
"Stanton County Municipal Airport, KS","K19S",37.5782,-101.7304
"Cincinnati/Northern Kentucky International Airport, KY","KFOE",38.9509,-95.6636
"Middlesboro, Middlesboro-Bell County Airport, KY","KTOP",39.0687,-95.6225
"Plymouth, IN","KULS",37.604,-101.374
"Oberlin Municipal Airport, KS","KICT",37.6499,-97.4331
"Wichita Jabara Airport, KS","KAAO",37.7476,-97.2211
"Marysville Municipal Airport, KS","KWLD",37.1686,-97.0376
"Frankfort, Capital City Airport, KY","KDWU",38.5545,-82.738
"Lebanon-Springfield Airport, KY","KSJS",37.75,-82.63
"Bowling Green, Bowling Green-Warren County Regional Airport, KY","KBWG",36.9645,-86.4197
"London, London-Corbin Airport-Magee Field, KY","KCVG",39.0488,-84.6678
"Elizabethtown Addington Field Airport, KY","KSYM",38.22,-83.58
"Glasgow, Glasgow Municipal Airport, KY","KEKX",37.686,-85.925
"Williamsburg-Whitley County Airport, KY","KFGX",38.5418,-83.7434
"Bastrop, Morehouse Memorial Airport, LA","KHOP",36.6686,-87.4962
"Atkinson Municipal Airport, KS","KFTK",37.9071,-85.9721
"Topeka, Philip Billard Municipal Airport, KS","KFFT",38.1825,-84.9047
"Liberal, Liberal Municipal Airport, KS","KGLW",37.0318,-85.9537
"Pratt Municipal, KS","KKY8",37.7,-98.75
"Harlan, KY","KI35",36.85933,-83.35847
"Henderson City, KY","KEHR",37.8078,-87.6857
"Sublette Municipal Airport, KS","KJKL",37.5939,-83.3173
"Flemingsburg Fleming-Mason Airport, KY","K6I2",38.5418,-83.7434
"Newton, Newton City/County Airport, KS","KLEX",38.0365,-84.6059
"Topeka, Forbes Field, KS","KLOZ",37.0822,-84.0849
"Louisville, Bowman Field Airport, KY","KLOU",38.228,-85.6637
"Monticello, Wayne County Airport, KY","KSDF",38.1744,-85.736
"Winfield / Arkansas City, Strother Field, KS","K2I0",37.16806,-97.03694
"Marion-crittenden County Airport, KY","K5M9",37.3363,-88.1097
"Mayfield Graves County Airport, KY","KM25",36.7691,-88.5847
"Fort Polk, Polk AAF Ft Polk, LA","K1A6",31.05,-93.19389
"Hammond, Hammond Municipal Airport, LA","KEKQ",36.8553,-84.8561
"Louisiana Regional Airport, LA","KIOB",38.0581,-83.9796
"Hays, Hays Regional Airport, KS","KM21",38.85,-99.26667
"Murray Kyle Oakley Field, KY, KY","KCEY",36.6646,-88.3728
"Owensboro, Owensboro-Daviess County Airport, KY","KOWB",37.7401,-87.1668
"Paducah, Barkley Regional Airport, KY","KPAH",37.0608,-88.7738
"Pikeville Pike County Airport and Hatcher Field, KY","KPBX",37.5618,-82.5664
"MAGNOLIA OIL PLATFORM, LA","KBRY",37.8143,-85.4996
"Hill City, Hill City Municipal Airport, KS","KSME",37.0534,-84.6159
"New Orleans Naval Air Station - Alvin Callender Field, LA","KDVK",37.5779,-84.7697
"Ashland Regional Airport, KY","KAAS",37.3583,-85.3094
"Green Canyon 338 Front Runner, LA","KBYL",36.8,-84.2
"Samuels Field Airport, KY","KIYA",29.98,-92.08
"Acadiana Regional Airport, LA","KARA",30.0378,-91.8839
"Lyons-Rice County Municipal Airport, KS","KESF",31.3949,-92.2958
"Alexandria, Alexandria International Airport, LA","KAEX",31.3274,-92.5498
"Big Sandy Regional Airport, KY","KBAD",32.5018,-93.6627
"Lafayette, Lafayette Regional Airport, LA","KBQP",32.7551,-91.8819
"Baton Rouge, Baton Rouge Metropolitan, Ryan Field, LA","KBTR",30.5332,-91.1496
"De Ridder, Beauregard Parish Airport, LA","KBXA",30.8137,-89.865
"Hancock County Airport-Ron Lewis Field, KY","KBVE",29.32,-89.4
"Cameron, LA","KCVW",29.78,-93.3
"Fort Campbell U. S. Army Airfield, KY","KCWF",30.2106,-93.1432
"De Quincy Industrial Airpark, LA","K5R8",30.4412,-93.4735
"Green Canyon 787 Atlantis, LA","KDRI",30.8317,-93.3399
"Lake Charles Regional Airport, LA","KEIR",28.63,-91.48
"Taylor County Airport, KY","KPOE",31.0448,-93.1917
"Vermilion 331 (Energy Resource Technology), LA","KBKB",31,-92.92
"Mansfield - C E Rusty Williams Airport, LA","KAQV",31.4,-93.3
"Galliano, South Lafourche Airport, LA","KGAO",29.4448,-90.2611
"Shreveport, Shreveport Downtown Airport, LA","KGHB",27.83,-91.98
"Ruston, Ruston Regional Airport, LA","K3L4",32.51444,-92.58833
"Barksdale Air Force Base, LA","KGRY",27.63,-90.45
"Bogalusa, George R Carr Memorial Air Field, LA","KATP",27.2,-90.03
"Louisville Muhammad Ali International Airport, KY","KHDC",30.5216,-90.4184
"Mount Sterling-Montgomery County Airport, KY","KXIH",29.18,-94.52
"Vidalia Concordia Parish, LA","KHUM",29.5665,-90.6604
"Jennings Airport, LA","K3R7",30.2427,-92.6735
"Chenault Airpark, LA","KLFT",30.2053,-91.9876
"Eugene Island, LA","KLCH",30.1261,-93.2233
"High Island 179A (Apache Corp), LA","KREG",30.17,-90.93
"MISS CANYON OIL PLATFORM, LA","KGBK",27.2,-92.2
"Easton / Newman Field, MD","KMIS",29.3,-88.85
"Natchitoches, Natchitoches Regional Airport, LA","KVKY",29.25,-88.43
"Ft. Polk - Peason Ridge, LA","K3F3",31.4,-93.2833
"Grand Chenier, LA","KMNE",32.65,-93.3
"Abbeville Chris Crusta Memorial Airport, LA","KMDJ",28.65,-89.8
"Monroe Regional Airport, LA","KMLU",32.5109,-92.0377
"Marthas Vineyard Airport, MA","KIER",31.7357,-93.0991
"Worcester, Worcester Regional Airport, MA","K7N0",42.27056,-71.87306
"Stuart Powell Field Airport, KY","KNBG",29.8253,-90.035
"Shreveport, Shreveport Regional Airport, LA","KMSY",29.9934,-90.258
"New Orleans, New Orleans Lakefront Airport, LA","KNEW",30.0424,-90.0283
"Lawrence Municipal Airport, MA","KHZR",30.7183,-91.4787
"Oakdale, Allen Parish Airport, LA","KACP",30.7503,-92.6883
"S MARSH268 OIL PLATFORM, LA","KOPL",30.5584,-92.0994
"Patterson Memorial, LA","KPTN",29.7095,-91.339
"Port Fourchon, LA","KXPY",29.12,-90.2
"Port of South Louisiana Executive Regional Airport, LA","KAPS",30.08,-90.58
"Minden Airport, LA","KRSN",32.5144,-92.5917
"Pittsfield Municipal Airport, MA","KSCF",29.12,-91.87
"SABINE 13B OIL PLATFORM, LA","KVBS",29.48,-93.63
"Salt Point, LA","KP92",29.55903,-91.52498
"Nantucket, Nantucket Memorial Airport, MA","KSPR",28.6,-91.2
"GB172/Salsa (Shell E-P), LA","KDTN",32.5402,-93.745
"New Orleans, New Orleans International Airport, LA","KSHV",32.4466,-93.8256
"Camp Springs / Andrews Air Force Base, MD","KASD",30.3451,-89.8208
"Southland Field, LA","KUXL",30.1314,-93.3761
"Ft. Polk - Fullerton Landing Strip, LA","KVQT",28.27,-92.27
"Frenchville, Northern Aroostook Regional Airport, ME","KTVR",32.3516,-91.0277
"Houma-Terrebonne Airport, LA","K0R4",29.56341,-90.66283
"VK 786/Petronius (Chevron), LA","KVOA",29.23,-87.78
"Beverly, Beverly Municipal Airport, MA","KBVY",42.5842,-70.9165
"Boston, Logan International Airport, MA","KBOS",42.3643,-71.0052
"Chatham, Chatham Municipal Airport, MA","KCQX",41.6884,-69.9895
"Chicopee Falls / Westover Air Force Base, MA","KCEF",42.194,-72.5348
"East Milton, MA","KMQE",42.22,-71.12
"Fitchburg, Fitchburg Municipal Airport, MA","KFIT",42.5541,-71.759
"Branch County Memorial Airport, MI","KHYA",41.6693,-70.2804
"Sanford, Sanford Regional Airport, ME","KBED",42.47,-71.289
"New Roads False River Regional Airport, LA","KLWM",42.7172,-71.1234
"Alma, Gratiot Community Airport, MI","KGHG",42.0983,-70.6722
"Ocean City, Ocean City Municipal Airport, MD","KMVY",41.3931,-70.6143
"SHIP SHOAL OIL PLATFORM, LA","KACK",41.2531,-70.0602
"New Bedford, New Bedford Regional Airport, MA","KEWB",41.6761,-70.9569
"Baltimore / Martin, MD","KAQW",42.6959,-73.1704
"Norwood, Norwood Memorial Airport, MA","KOWD",42.1905,-71.1729
"Hyannis, Barnstable Municipal-Boardman Airport, MA","KORE",42.5701,-72.2886
"Otis Air National Guard Base, MA","KFMH",41.6584,-70.5214
"Frederick Municipal Airport, MD","KPSF",42.4268,-73.2929
"Detroit/Grosse Ile, Grosse Ile Airport, MI","KPYM",41.909,-70.7288
"Holland - West Michigan Regional Airport, MI","KPVC",42.0719,-70.2214
"Taunton, Taunton Municipal Airport, MA","KTAN",41.8744,-71.0166
"Westfield, Barnes Municipal Airport, MA","KBAF",42.1578,-72.7156
"Auburn-Lewiston, ME","KORH",42.2673,-71.8757
"Annapolis, United States Naval Academy, MD","KNAK",38.98,-76.48
"Waterville, Waterville Robert LaFleur Airport, ME","KMTN",39.3257,-76.4138
"Iron Mountain / Kingsford, Ford Airport, MI","KBWI",39.1754,-76.6683
"Baltimore, Inner Harbor, MD","KDMH",39.28,-76.62
"Houlton, Houlton International Airport, ME","KW29",46.12306,-67.79194
"Cambridge-Dorchester Airport, MD","KCGE",38.5393,-76.0304
"Phillips Army Air Field / Aberdeen, MD","KADW",38.8108,-76.867
"Carroll County Regional Jack B Poage Field, MD","KDMW",39.6083,-77.0077
"Grayling, Grayling Army Airfield, MI","KCGS",38.9806,-76.9223
"Main Pass 140B (Apache Corp), LA","KESN",38.8042,-76.069
"Plymouth, Plymouth Municipal Airport, MA","KFME",39.0854,-76.7594
"Vicksburg, Vicksburg / Tallulah Regional Airport, LA","KFDK",39.4176,-77.3743
"Gaithersburg - Montgomery County Airport, MD","KGAI",39.1683,-77.166
"Fryeburg, Eastern Slopes Regional Airport, ME","K2G4",43.98917,-70.95028
"Hagerstown, Washington County Regional Airport, MD","KHGR",39.7079,-77.7295
"Main Pass 289C (Apache Corp), LA","KOXB",38.3104,-75.124
"Patuxent River, Naval Air Station, MD","KNHK",38.286,-76.4118
"Slidell, Slidell Airport, LA","KAPG",39.4662,-76.1688
"Bangor, Bangor International Airport, ME","KSBY",38.3405,-75.5103
"Delta County Airport, MI","K2W6",45.72268,-87.09372
"St. Inigoes, Webster Field, Naval Electronic Systems Engineering Activity, MD","KNUI",38.146,-76.4286
"New Orleans - Superdome, LA","KLEW",44.0485,-70.2835
"Augusta, Augusta State Airport, ME","KAUG",44.3206,-69.7973
"Salisbury, Salisbury-Ocean City Wicomico County Regional Airport, MD","KBGR",44.8074,-68.8281
"Greenville, ME","KBHB",44.45,-68.3615
"Caribou, Caribou Municipal Airport, ME","KCAR",46.8715,-68.0179
"Mackinac Island Airport, MI","K40B",45.86628,-84.63437
"Opelousas St Landry Parish Airport, LA","KFVE",47.2855,-68.3128
"Garrett County Airport, MD","KIZG",43.9911,-70.9479
"Bar Harbor, Hancock County-Bar Harbor Airport, ME","KGNR",45.47,-69.55
"Laurence G Hanscom Field Airport, MA","KHUL",46.1231,-67.7921
"Houghton Lake, Roscommon County Airport, MI","KMLT",45.6478,-68.6856
"Houghton County Memorial Airport, MI","KPWM",43.6462,-70.3093
"Presque Isle, ME","KPQI",46.689,-68.0448
"Caro, Tuscola Area Airport, MI","KRKD",44.0601,-69.0992
"Bay Bridge Field, MD","KSFM",43.3939,-70.708
"North Adams Harriman-and-West Airport, MA","KWVL",44.5332,-69.6755
"Wiscasset Airport, ME","KIWI",43.9614,-69.7126
"Detroit, Detroit Metropolitan Wayne County Airport, MI","KADG",41.8677,-84.0773
"Marshfield Airport, MA","KAMN",43.3221,-84.688
"St Marys County Airport, MD","KAPN",45.0781,-83.5603
"Ann Arbor, Ann Arbor Municipal Airport, MI","KARB",42.223,-83.7456
"Beaver Island, Beaver Island Airport, MI","KSJX",45.6923,-85.5666
"Port Hope, MI","KACB",44.9886,-85.1984
"Ludington, Mason County Airport, MI","KRQB",43.7226,-85.5041
"Orange Municipal Airport, MA","KOEB",41.9334,-85.0526
"Flint, Bishop International Airport, MI","KRMY",42.2512,-84.9555
"Capital Region International Airport, MI","KLAN",42.7787,-84.5874
"Rockland, Knox County Regional Airport, ME","KCFS",43.4588,-83.4455
"South Haven, South Haven Area Regional Airport, MI","KCVX",45.3048,-85.2748
"Newberry, Luce County Airport, MI","KFPK",42.5745,-84.8114
"Cheboygan, Cheboygan County Airport, MI","KSLH",45.6537,-84.5193
"Cherry Capital Airport, MI","KTVC",44.7414,-85.5822
"Coleman A Young Municipal Airport, MI","KDET",42.4092,-83.0099
"Copper Harbor, MI","KP59",47.46694,-87.875
"Oscoda, Oscoda-Wurtsmith Airport, MI","KDTW",42.2124,-83.3534
"Crane Lake - Scotts Seaplane Base, MN","KYIP",42.2379,-83.5304
"Fort Meade / Tipton, MD","KONZ",42.0991,-83.1615
"Howell, Livingston County Airport, MI","KDRM",46.0093,-83.7439
"College Park Airport, MD","KESC",45.7227,-87.0937
"Brooks Field Airport, MI","KFNT",42.9654,-83.7436
"Monroe, Custer Airport, MI","KFKS",44.6252,-86.2008
"Duluth International Airport, MN","KFFX",43.4393,-85.9949
"Gaylord Regional Airport, MI","KGLR",45.0135,-84.7036
"Grand Rapids, Gerald R. Ford International Airport, MI","KGRR",42.8808,-85.5228
"Alpena, Alpena County Regional Airport, MI","KGOV",44.6803,-84.7289
"Millinocket, Millinocket Municipal Airport, ME","KHAI",41.9598,-85.5934
"Owosso, Owosso Community Airport, MI","KMGN",45.4256,-84.9134
"Fremont Municipal Airport, MI","KJYM",41.9213,-84.5858
"Provincetown Municipal Airport, MA","KBIV",42.7429,-86.1074
"Jackson County Airport - Reynolds Field, MI","KCMX",47.1684,-88.4891
"Muskegon, Muskegon County Airport, MI","KHTL",44.3598,-84.67109
"Clayton Lake, ME","KOZW",42.6292,-83.9821
"Sturgis, Kirsch Municipal Airport, MI","KBAX",43.7802,-82.9854
"Canby Airfield, MN","KY70",44.7295,-96.266
"Baltimore, Baltimore-Washington International Airport, MD","KIMT",45.8184,-88.1145
"Ironwood, Gogebic-Iron County Airport, MI","KIWD",46.5275,-90.1314
"Jack Barstow Airport, MI","KIKW",43.67,-84.27
"Portland, Portland International Jetport, ME","KJXN",42.2598,-84.4594
"Benson Municipal Airport, MN","KAZO",42.2349,-85.5521
"Detroit Lakes Airport-Wething Field, MN","KDUH",41.7359,-83.6554
"Lapeer Dupont-lapeer, MI","KD95",43.0665,-83.2715
"Big Rapids, Roben-Hood Airport, MI","KLDM",43.9625,-86.4079
"Bellaire, Antrim County Airport, MI","KMCD",45.8649,-84.6373
"West Branch Community Airport, MI","KMBL",44.2724,-86.2469
"Ionia County Airport, MI","KISQ",45.9746,-86.1718
"Marquette, Sawyer International Airport, MI","KSAW",46.3536,-87.3954
"Mason, Mason Jewett Field Airport, MI","KTEW",42.5658,-84.4232
"MBS International Airport, MI","KMBS",43.5329,-84.0796
"Menominee - Marinette Twin County Airport, MI","KMNM",45.1267,-87.6384
"Frankfort, Frankfort Dow Memorial Field Airport, MI","KTTF",41.9399,-83.4347
"Grand Marais/Cook County Airport, MN","KMOP",43.6217,-84.7375
"Munising - Munising Lakeshore Observation, MI","KP53",46.41167,-86.65083
"Haines Memorial Airport, MI","KMKG",43.1695,-86.2382
"Buffalo, Buffalo Municipal Airport, MN","KERY",46.3112,-85.4573
"Manistee County - Blacker Airport, MI","KOSC",44.4516,-83.3941
"Harbor Springs, Harbor Springs Airport, MI","KRNP",42.993,-84.1389
"Pellston Regional Airport of Emmet County, MI","KPLN",45.5709,-84.7967
"Sault Ste. Marie, MI","KPTK",42.6655,-83.4201
"Drummond Island Airport, MI","KP58",46.0072,-83.7427
"Huron County Memorial Airport, MI","KPZQ",45.4071,-83.8129
"Saginaw County H W Browne Airport, MI","KHYX",43.4334,-83.8623
"Sault Ste Marie, Chippewa County International Airport, MI","KCIU",46.2508,-84.4724
"Fosston, Fosston Municipal Airport, MN","KANJ",46.4792,-84.3684
"Granite Falls, Granite Falls Municipal Airport/Lenzen-Roe Memorial Field, MN","KMTC",42.61346,-82.83692
"Charlevoix, Charlevoix Municipal Airport, MI","KLWA",42.3512,-86.2557
"Albert Lea, Albert Lea Municipal Airport, MN","KBEH",42.1286,-86.4285
"Austin Municipal, MN","KPHN",42.911,-82.5289
"Aitkin Municipal Airport - Steve Kurtz Field, MN","KIRS",41.8133,-85.439
"Selfridge Air National Guard Base, MI","KVLL",42.5429,-83.1779
"Alexandria, Chandler Field, MN","KBTL",42.3073,-85.2515
"Adrian, Lenawee County Airport, MI","KY31",41.86778,-84.07944
"Manistique, Schoolcraft County Airport, MI","KCAD",44.2753,-85.4189
"Detroit, Willow Run Airport, MI","KAIT",46.5484,-93.6768
"Southwest Michigan Regional Airport, MI","KAEL",43.6815,-93.3672
"Flag Island, MN","KAXN",45.8663,-95.3947
"Grand Rapids, Grand Rapids/Itasca County Airport-Gordon Newstrom Field, MN","KAQP",45.2275,-96.0043
"St Clair County International Airport, MI","KAUM",43.665,-92.9334
"Lambertville, Toledo Suburban Airport, MI","KBDE",48.7284,-94.6122
"Kalamazoo/Battle Creek International Airport, MI","KBJI",47.5094,-94.9337
"Wexford County Airport, MI","KBBB",45.3319,-95.6506
"Maple Lake, Maple Lake Municipal Airport, MN","KFOZ",47.7828,-93.6502
"Little Falls, Little Falls/Morrison County Airport-Lindbergh Field, MN","KBRD",46.3983,-94.1381
"Charlotte, Fitch H Beach Airport, MI","KCFE",45.159,-93.8433
"Ely, Ely Municipal Airport, MN","KCBG",45.5575,-93.2642
"Hillsdale Municipal Airport, MI","KCNB",44.7295,-96.266
"Mount Pleasant, Mount Pleasant Municipal Airport, MI","KHIB",47.3866,-92.839
"Morris, Morris Municipal Airport, MN","KCOQ",46.7011,-92.5036
"Cook Municipal Airport, MN","KCQM",47.8219,-92.6894
"Rogers City, Presque Isle County Airport, MI","KCDD",48.27,-92.48
"Crookston Municipal Field, MN","KCKN",47.8417,-96.6216
"Fergus Falls Municipal Airport-Einar Mickel, MN","KDTL",46.8252,-95.8857
"Jackson, Jackson Municipal Airport, MN","KTOB",44.018,-92.8315
"Minneapolis, Airlake Airport, MN","KSTP",44.9345,-93.06
"Ray S Miller Army Airfield, MN","KDYT",46.7219,-92.0434
"Bemidji, MN","KDLH",46.8421,-92.1936
"Troy, Oakland/Troy Airport, MI","KY63",42.54278,-83.17778
"Cambridge Municipal Airport, MN","KELO",47.8245,-91.8307
"Eveleth-Virginia Municipal Airport, MN","KEVM",47.4251,-92.4985
"Duluth - Sky Harbor Airport, MN","KFRM",43.6439,-94.4156
"Falls International Airport, MN","KINL",48.5662,-93.4031
"Chisholm-Hibbing Airport, MN","KFFM",46.2844,-96.1567
"Battle Creek Executive Airport, MI","KFGN",49.32,-94.9
"Pontiac, Oakland County International Airport, MI","KFSE",47.5928,-95.7735
"Minneapolis / Blaine, MN","KGYL",44.756,-94.0812
"Sauk Centre Municipal Airport, MN","KGHW",45.6439,-95.3204
"Branson West Muni - Emerson Field, MO","KGNA",47.75,-90.35
"Baudette International Airport, MN","KCKC",47.8383,-90.3829
"Appleton Municipal Airport, MN","KGPZ",47.2111,-93.5098
"Elbow Lake Municipal Airport, MN","KGDB",44.7533,-95.556
"Moose Lake Carlton County Airport, MN","KHCO",48.7527,-96.943
"Hinckley Field of Dreams Airport, MN","K04W",46.02437,-92.89905
"Hutchinson, Hutchinson Municipal Airport-Butler Field, MN","KHCD",44.8599,-94.3825
"Dodge Center Airport, MN","KMJQ",43.65,-94.9865
"Lake Elmo Airport, MN","K21D",45.0002,-92.8549
"Hallock Municipal Airport, MN","KLJF",45.0971,-94.5073
"Minneapolis, Crystal Airport, MN","KLXL",45.9497,-94.3474
"Rush City Regional Airport, MN","KXVG",46.9902,-94.204
"Wadena Municipal Airport, MN","KDXX",44.9862,-96.1777
"Mahnomen County Airport, MN","K3N8",47.2605,-95.9281
"Marshall, Southwest Minnesota Regional Airport - Marshall/Ryan Field, MN","KMKT",44.2216,-93.9187
"Ortonville, Ortonville Muncipal-Martinson Field Airport, MN","KMGG",45.236,-93.9856
"Roseau, Roseau Municipal Airport/Rudy Billberg Field, MN","KMML",44.4505,-95.8219
"Stanton Airfield, MN","KHZX",46.6188,-93.3098
"Minneapolis - Flying Cloud Airport, MN","KFCM",44.8272,-93.4571
"Glencoe Municipal Airport, MN","KANE",45.145,-93.2114
"Downtown Holman Field, MN","KLVN",44.6279,-93.2281
"Brainerd - Crow Wing County Airport, MN","KMIC",45.062,-93.3539
"Minneapolis, Minneapolis-St. Paul International Airport, MN","KMSP",44.882,-93.2218
"Kirksville, Kirksville Regional Airport, MO","KMVE",44.9691,-95.7103
"Lee's Summit, Lee's Summit Municipal Airport, MO","KJKJ",46.8393,-96.6637
"Litchfield Municipal Airport, MN","KMZH",46.4188,-92.8047
"Mora Municipal Airport, MN","KJMR",45.8861,-93.2718
"Cloquet Carlton County Airport, MN","KMOX",45.566,-95.9672
"Two Harbors, MN","KULM",44.3196,-94.5023
"Mexico Memorial Airport, MO","KOVL",44.7786,-95.0328
"Joplin, Joplin Regional Airport, MO","KORB",48.0159,-92.8561
"Bigfork Municipal Airport, MN","KVVV",45.3057,-96.4244
"Glenwood Municipal Airport, MN","KPKD",46.9006,-95.0731
"Paynesville, Paynesville Municipal Airport, MN","KPEX",45.3723,-94.7466
"Wheaton Municipal Airport, MN","KPWC",46.7248,-94.3817
"Kaiser Lake Ozark, Lee C Fine Memorial Airport, MO","KPQN",43.9833,-96.3003
"LEBANON, MO","KFKA",43.6768,-92.1797
"Princeton, MN","KPNM",45.5599,-93.6082
"Staples, Staples Municipal Airport, MN","KLYV",43.6212,-96.2158
"Fairmont, Fairmont Municipal Airport, MN","KRYM",46.0912,-94.3605
"Grand Marais, The Bay of Grand Marais, MN","KRWF",44.5472,-95.0823
"Kansas City, Kansas City Downtown Airport, MO","K9MN",39.12083,-94.59694
"Omar N Bradley Airport, MO","KRST",43.9083,-92.5
"Mankato, Mankato Regional Airport, MN","KROX",48.856,-95.697
"Longville, Longville Municipal Airport, MN","KROS",45.698,-92.953
"Park Rapids Municipal Airport, MN","KD39",46.89968,-95.06681
"Walker Municipal Airport, MN","KBFW",47.249,-91.4156
"Malden Municipal Airport, MO","KDVP",43.9868,-95.7826
"South St. Paul Municipal-Richard E. Flemi, MN","KSGS",44.8571,-93.0329
"St. Cloud Regional Airport, MN","KSTC",45.5466,-94.0599
"Mc Gregor - Isedor Iverson Airport, MN","KSYN",44.47,-93.02
"Quentin Aanenson Field Airport, MN","KSAZ",46.3809,-94.8066
"Thief River Falls, Thief River Falls Regional Airport, MN","KTVF",48.0657,-96.185
"Whiteman Air Force Base, MO","K14Y",38.73333,-93.55
"Sedalia, Sedalia Memorial Airport, MO","KTKC",44.2491,-95.6073
"New Ulm Municipal Airport, MN","KTWM",47.0492,-91.7451
"Montevideo-Chippewa County Airport, MN","KADC",46.4503,-95.211
"Silver Bay, MN","KY49",47.25206,-91.40983
"Madison, Madison-Lac Qui Parle County Airport, MN","KRRT",48.9414,-95.3484
"Bay St. Louis, Stennis International Airport, MS","KACQ",44.0735,-93.5529
"Cleveland Municipal Airport, MS","KVWU",48.1541,-94.5169
"Pine River Regional Airport, MN","KETH",45.7805,-96.5435
"Willmar Municipal Airport - John L. Rice Field, MN","KBDH",45.12,-95.13
"Windom Municipal Airport, MN","KMWM",43.9134,-95.1094
"Winona, Winona Municipal Airport-Max Conrad Field, MN","KONA",44.0772,-91.7083
"Skyhaven Airport, MO","KOTG",43.6551,-95.5792
"Batesville Panola County, MS","KBBG",36.53,-93.2
"Redwood Falls Municipal Airport, MN","KFWB",36.7,-93.4
"Camdenton Memorial Airport, MO","KOZS",37.97,-92.68
"Warroad International Memorial Airport, MN","KEZZ",39.7276,-94.2764
"Rolla / Vichy, Rolla National Airport, MO","KCGI",37.2253,-89.5708
"Chillicothe, Chillicothe Agri-Science Center, MO","KCDJ",39.82,-93.58
"Marshall Memorial Municipal Airport, MO","KGLY",38.3566,-93.6842
"Columbia, Columbia Regional Airport, MO","KCOU",38.8181,-92.2196
"St. Joseph, Rosecrans Memorial Airport, MO","KFAM",37.7611,-90.4286
"Fort Leonard Wood, MO","KTBN",37.7416,-92.1407
"Hannibal Regional Airport, MO","KHAE",39.7245,-91.4437
"Monroe County Airport, MS","KLRY",38.611,-94.3421
"Perryville Regional Airport, MO","KJEF",38.5912,-92.1561
"Jesse Viertel Memorial Airport, MO","KVER",38.9467,-92.6827
"Orr Regional Airport, MN","KJLN",37.1518,-94.4983
"Cape Girardeau, Cape Girardeau Regional Airport, MO","KAIZ",38.096,-92.5495
"Rochester - St. Mary's Hospital Heliport, MN","KMKC",39.1232,-94.5928
"Kansas City, Kansas City International Airport, MO","KMCI",39.2976,-94.7139
"Kennett - Kennett Memorial Airport, MO","KTKX",36.2259,-90.0366
"Cameron Memorial Airport, MO","KIRK",40.0935,-92.5449
"Preston, Fillmore County Airport, MN","KLBO",37.6483,-92.6524
"Pipestone Municipal Airport, MN","KLXT",38.9597,-94.3714
"Todd Field Airport, MN","KMAW",36.6006,-89.9922
"Bozeman, Gallatin Field, MT","KMHL",39.0958,-93.2029
"Havre, Havre City-County Airport, MT","KEVU",40.3525,-94.915
"Olivia Regional Airport, MN","KMYJ",39.1575,-91.8183
"Waseca Municipal Airport, MN","KMBY",39.4639,-92.427
"Farmington Airport, MO","KHFJ",36.9062,-94.0128
